,District,Crop,Price Date,Crop Price (Rs per quintal)
12458,Nagapattinam,Red Gram,Feb-2022,4375
12459,Nagapattinam,Red Gram,Feb-2022,4310
12460,Nagapattinam,Red Gram,Mar-2022,4440
12461,Nagapattinam,Red Gram,Mar-2022,4440
12462,Nagapattinam,Red Gram,Mar-2022,4475
12463,Nagapattinam,Red Gram,Mar-2022,4395
12464,Nagapattinam,Red Gram,Apr-2022,4395
12465,Nagapattinam,Red Gram,Jun-2022,4310
12466,Nagapattinam,Red Gram,Jul-2022,4405
12467,Nagapattinam,Red Gram,Oct-2022,4310
12468,Nagapattinam,Red Gram,Nov-2022,4470
12469,Nagapattinam,Red Gram,Dec-2022,4390
12470,Nagapattinam,Red Gram,Dec-2022,4440
12471,Nagapattinam,Red Gram,Jan-2023,4405
12472,Nagapattinam,Red Gram,Feb-2023,4420
12473,Nagapattinam,Red Gram,Feb-2023,4335
12474,Nagapattinam,Red Gram,Mar-2023,4440
12475,Nagapattinam,Rice,Apr-2010,1820
12476,Nagapattinam,Rice,Sep-2010,1680
12477,Nagapattinam,Rice,Apr-2011,1650
12478,Nagapattinam,Rice,Jul-2011,1735
12479,Nagapattinam,Rice,Jun-2012,1815
12480,Nagapattinam,Rice,Oct-2012,1700
12481,Nagapattinam,Rice,Dec-2012,1675
12482,Nagapattinam,Rice,Dec-2012,1825
12483,Nagapattinam,Rice,Mar-2013,1745
12484,Nagapattinam,Rice,Jul-2013,1810
12485,Nagapattinam,Rice,Aug-2013,1815
12486,Nagapattinam,Rice,Nov-2013,1710
12487,Nagapattinam,Rice,Feb-2014,1630
12488,Nagapattinam,Rice,Mar-2014,1765
12489,Nagapattinam,Rice,Dec-2014,1805
12490,Nagapattinam,Rice,Feb-2015,1660
12491,Nagapattinam,Rice,May-2015,1630
12492,Nagapattinam,Rice,May-2015,1810
12493,Nagapattinam,Rice,Feb-2016,1680
12494,Nagapattinam,Rice,Oct-2016,1790
12495,Nagapattinam,Rice,Jan-2017,1810
12496,Nagapattinam,Rice,Feb-2017,1765
12497,Nagapattinam,Rice,Mar-2017,1810
12498,Nagapattinam,Rice,Mar-2017,1640
12499,Nagapattinam,Rice,Apr-2017,1780
12500,Nagapattinam,Rice,Apr-2017,1690
12501,Nagapattinam,Rice,Apr-2017,1630
12502,Nagapattinam,Rice,May-2017,1655
12503,Nagapattinam,Rice,Jun-2017,1745
12504,Nagapattinam,Rice,Jul-2017,1665
12505,Nagapattinam,Rice,Jul-2017,1640
12506,Nagapattinam,Rice,Aug-2017,1760
12507,Nagapattinam,Rice,Aug-2017,1745
12508,Nagapattinam,Rice,Sep-2017,1810
12509,Nagapattinam,Rice,Oct-2017,1790
12510,Nagapattinam,Rice,Oct-2017,1820
12511,Nagapattinam,Rice,Oct-2017,1710
12512,Nagapattinam,Rice,Nov-2017,1635
12513,Nagapattinam,Rice,Nov-2017,1720
12514,Nagapattinam,Rice,Dec-2017,1690
12515,Nagapattinam,Rice,Dec-2017,1820
12516,Nagapattinam,Rice,Jan-2018,1725
12517,Nagapattinam,Rice,Jan-2018,1765
12518,Nagapattinam,Rice,Jan-2018,1680
12519,Nagapattinam,Rice,Feb-2018,1760
12520,Nagapattinam,Rice,Feb-2018,1790
12521,Nagapattinam,Rice,Feb-2018,1715
12522,Nagapattinam,Rice,Mar-2018,1745
12523,Nagapattinam,Rice,Mar-2018,1735
12524,Nagapattinam,Rice,Mar-2018,1765
12525,Nagapattinam,Rice,Apr-2018,1775
12526,Nagapattinam,Rice,Apr-2018,1655
12527,Nagapattinam,Rice,May-2018,1795
12528,Nagapattinam,Rice,May-2018,1645
12529,Nagapattinam,Rice,Jun-2018,1750
12530,Nagapattinam,Rice,Jul-2018,1755
12531,Nagapattinam,Rice,Jul-2018,1745
12532,Nagapattinam,Rice,Jul-2018,1735
12533,Nagapattinam,Rice,Aug-2018,1635
12534,Nagapattinam,Rice,Sep-2018,1820
12535,Nagapattinam,Rice,Oct-2018,1750
12536,Nagapattinam,Rice,Oct-2018,1820
12537,Nagapattinam,Rice,Nov-2018,1760
12538,Nagapattinam,Rice,Dec-2018,1685
12539,Nagapattinam,Rice,Dec-2018,1795
12540,Nagapattinam,Rice,Jan-2019,1745
12541,Nagapattinam,Rice,Jan-2019,1810
12542,Nagapattinam,Rice,Jan-2019,1655
12543,Nagapattinam,Rice,Feb-2019,1680
12544,Nagapattinam,Rice,Feb-2019,1635
12545,Nagapattinam,Rice,Feb-2019,1675
12546,Nagapattinam,Rice,Feb-2019,1735
12547,Nagapattinam,Rice,Mar-2019,1685
12548,Nagapattinam,Rice,Apr-2019,1810
12549,Nagapattinam,Rice,Apr-2019,1640
12550,Nagapattinam,Rice,May-2019,1690
12551,Nagapattinam,Rice,May-2019,1655
12552,Nagapattinam,Rice,Jun-2019,1655
12553,Nagapattinam,Rice,Jun-2019,1785
12554,Nagapattinam,Rice,Jul-2019,1665
12555,Nagapattinam,Rice,Jul-2019,1640
12556,Nagapattinam,Rice,Jul-2019,1745
12557,Nagapattinam,Rice,Aug-2019,1715
12558,Nagapattinam,Rice,Sep-2019,1780
12559,Nagapattinam,Rice,Sep-2019,1660
12560,Nagapattinam,Rice,Sep-2019,1650
12561,Nagapattinam,Rice,Oct-2019,1810
12562,Nagapattinam,Rice,Oct-2019,1795
12563,Nagapattinam,Rice,Nov-2019,1820
12564,Nagapattinam,Rice,Nov-2019,1680
12565,Nagapattinam,Rice,Dec-2019,1680
12566,Nagapattinam,Rice,Dec-2019,1815
12567,Nagapattinam,Rice,Feb-2020,1820
12568,Nagapattinam,Rice,Feb-2020,1700
12569,Nagapattinam,Rice,Jun-2020,1680
12570,Nagapattinam,Rice,Aug-2020,1775
12571,Nagapattinam,Rice,Nov-2020,1690
12572,Nagapattinam,Rice,Jan-2021,1690
12573,Nagapattinam,Rice,Jan-2021,1665
12574,Nagapattinam,Rice,Mar-2021,1705
12575,Nagapattinam,Rice,May-2021,1645
12576,Nagapattinam,Rice,Aug-2021,1680
12577,Nagapattinam,Rice,Nov-2021,1790
12578,Nagapattinam,Rice,Apr-2022,1665
12579,Nagapattinam,Rice,Aug-2022,1715
12580,Nagapattinam,Rice,Jun-2026,1815
12581,Nagapattinam,Rice,Nov-2026,1690
12582,Namakkal,Banana,Jan-2015,1875
12583,Namakkal,Banana,Feb-2015,1960
12584,Namakkal,Banana,Feb-2015,1845
12585,Namakkal,Banana,Mar-2015,1815
12586,Namakkal,Banana,Apr-2015,1860
12587,Namakkal,Banana,May-2015,1940
12588,Namakkal,Banana,Jun-2015,1880
12589,Namakkal,Banana,Jul-2015,1835
12590,Namakkal,Banana,Jul-2015,1885
12591,Namakkal,Banana,Aug-2015,1790
12592,Namakkal,Banana,Sep-2015,1940
12593,Namakkal,Banana,Oct-2015,1785
12594,Namakkal,Banana,Nov-2015,1820
12595,Namakkal,Banana,Nov-2015,1865
12596,Namakkal,Banana,Dec-2015,1965
12597,Namakkal,Banana,Jan-2016,1945
12598,Namakkal,Banana,Feb-2016,1770
12599,Namakkal,Banana,Mar-2016,1960
12600,Namakkal,Banana,Apr-2016,1780
12601,Namakkal,Banana,May-2016,1915
12602,Namakkal,Banana,May-2016,1925
12603,Namakkal,Banana,Jun-2016,1830
12604,Namakkal,Banana,Jul-2016,1890
12605,Namakkal,Banana,Aug-2016,1870
12606,Namakkal,Banana,Sep-2016,1925
12607,Namakkal,Banana,Oct-2016,1830
12608,Namakkal,Banana,Nov-2016,1860
12609,Namakkal,Banana,Nov-2016,1775
12610,Namakkal,Banana,Dec-2016,1825
12611,Namakkal,Banana,Jan-2017,1930
12612,Namakkal,Banana,Feb-2017,1955
12613,Namakkal,Banana,Mar-2017,1795
12614,Namakkal,Banana,Apr-2017,1850
12615,Namakkal,Banana,May-2017,1885
12616,Namakkal,Banana,May-2017,1945
12617,Namakkal,Banana,Jun-2017,1795
12618,Namakkal,Banana,Jul-2017,1785
12619,Namakkal,Banana,Aug-2017,1825
12620,Namakkal,Banana,Sep-2017,1810
12621,Namakkal,Banana,Sep-2017,1910
12622,Namakkal,Banana,Oct-2017,1890
12623,Namakkal,Banana,Nov-2017,1840
12624,Namakkal,Banana,Dec-2017,1875
12625,Namakkal,Banana,Jan-2018,1805
12626,Namakkal,Banana,Feb-2018,1775
12627,Namakkal,Banana,Feb-2018,1955
12628,Namakkal,Banana,Mar-2018,1825
12629,Namakkal,Banana,Apr-2018,1900
12630,Namakkal,Banana,May-2018,1870
12631,Namakkal,Banana,Jun-2018,1890
12632,Namakkal,Banana,Jul-2018,1965
12633,Namakkal,Banana,Jul-2018,1910
12634,Namakkal,Banana,Aug-2018,1885
12635,Namakkal,Banana,Sep-2018,1850
12636,Namakkal,Banana,Oct-2018,1835
12637,Namakkal,Banana,Nov-2018,1855
12638,Namakkal,Banana,Jan-2019,1790
12639,Namakkal,Banana,Feb-2019,1930
12640,Namakkal,Banana,Mar-2019,1930
12641,Namakkal,Banana,Apr-2019,1940
12642,Namakkal,Banana,May-2019,1910
12643,Namakkal,Banana,Jun-2019,1865
12644,Namakkal,Banana,Aug-2019,1890
12645,Namakkal,Banana,Sep-2019,1915
12646,Namakkal,Banana,Nov-2019,1930
12647,Namakkal,Banana,Dec-2019,1915
12648,Namakkal,Banana,Jan-2020,1865
12649,Namakkal,Banana,Feb-2020,1870
12650,Namakkal,Banana,Mar-2020,1940
12651,Namakkal,Banana,May-2020,1950
12652,Namakkal,Banana,Jun-2020,1935
12653,Namakkal,Banana,Jul-2020,1775
12654,Namakkal,Banana,Aug-2020,1905
12655,Namakkal,Banana,Sep-2020,1780
12656,Namakkal,Banana,Oct-2020,1955
12657,Namakkal,Banana,Nov-2020,1885
12658,Namakkal,Banana,Dec-2020,1905
12659,Namakkal,Banana,Jan-2021,1945
12660,Namakkal,Banana,Feb-2021,1840
12661,Namakkal,Banana,Feb-2021,1895
12662,Namakkal,Banana,Mar-2021,1785
12663,Namakkal,Banana,Apr-2021,1840
12664,Namakkal,Banana,May-2021,1785
12665,Namakkal,Banana,Jun-2021,1910
12666,Namakkal,Banana,Jul-2021,1880
12667,Namakkal,Banana,Aug-2021,1935
12668,Namakkal,Banana,Sep-2021,1855
12669,Namakkal,Banana,Sep-2021,1775
12670,Namakkal,Banana,Nov-2021,1960
12671,Namakkal,Banana,Dec-2021,1970
12672,Namakkal,Banana,Feb-2022,1820
12673,Namakkal,Banana,Mar-2022,1780
12674,Namakkal,Banana,Mar-2022,1880
12675,Namakkal,Banana,Apr-2022,1835
12676,Namakkal,Banana,May-2022,1885
12677,Namakkal,Banana,Jun-2022,1915
12678,Namakkal,Banana,Jul-2022,1945
12679,Namakkal,Banana,Jul-2022,1810
12680,Namakkal,Banana,Aug-2022,1885
12681,Namakkal,Banana,Sep-2022,1780
12682,Namakkal,Banana,Oct-2022,1845
12683,Namakkal,Banana,Nov-2022,1845
12684,Namakkal,Banana,Dec-2022,1970
12685,Namakkal,Banana,Dec-2022,1810
12686,Namakkal,Banana,Jan-2023,1900
12687,Namakkal,Banana,Feb-2023,1830
12688,Namakkal,Banana,Mar-2023,1800
12689,Namakkal,Bengal Gram,Feb-2015,5505
12690,Namakkal,Bengal Gram,Feb-2015,5525
12691,Namakkal,Bengal Gram,Feb-2015,5495
12692,Namakkal,Bengal Gram,Mar-2015,5490
12693,Namakkal,Bengal Gram,Mar-2015,5550
12694,Namakkal,Bengal Gram,Mar-2015,5515
12695,Namakkal,Bengal Gram,Mar-2015,5475
12696,Namakkal,Bengal Gram,Mar-2015,5405
12697,Namakkal,Bengal Gram,May-2015,5450
12698,Namakkal,Bengal Gram,May-2015,5535
12699,Namakkal,Bengal Gram,May-2015,5450
12700,Namakkal,Bengal Gram,May-2015,5510
12701,Namakkal,Bengal Gram,Jun-2015,5465
12702,Namakkal,Bengal Gram,Jun-2015,5435
12703,Namakkal,Bengal Gram,Jun-2015,5500
12704,Namakkal,Bengal Gram,Jun-2015,5490
12705,Namakkal,Bengal Gram,Jun-2015,5455
12706,Namakkal,Bengal Gram,Jun-2015,5415
12707,Namakkal,Bengal Gram,Jul-2015,5565
12708,Namakkal,Bengal Gram,Jul-2015,5475
12709,Namakkal,Bengal Gram,Jul-2015,5385
12710,Namakkal,Bengal Gram,Jul-2015,5485
12711,Namakkal,Bengal Gram,Jul-2015,5535
12712,Namakkal,Bengal Gram,Aug-2015,5540
12713,Namakkal,Bengal Gram,Aug-2015,5490
12714,Namakkal,Bengal Gram,Aug-2015,5395
12715,Namakkal,Bengal Gram,Sep-2015,5550
12716,Namakkal,Bengal Gram,Sep-2015,5525
12717,Namakkal,Bengal Gram,Sep-2015,5440
12718,Namakkal,Bengal Gram,Sep-2015,5445
12719,Namakkal,Bengal Gram,Sep-2015,5445
12720,Namakkal,Bengal Gram,Sep-2015,5495
12721,Namakkal,Bengal Gram,Oct-2015,5435
12722,Namakkal,Bengal Gram,Oct-2015,5365
12723,Namakkal,Bengal Gram,Oct-2015,5515
12724,Namakkal,Bengal Gram,Oct-2015,5405
12725,Namakkal,Bengal Gram,Oct-2015,5505
12726,Namakkal,Bengal Gram,Oct-2015,5560
12727,Namakkal,Bengal Gram,Oct-2015,5440
12728,Namakkal,Bengal Gram,Nov-2015,5445
12729,Namakkal,Bengal Gram,Nov-2015,5445
12730,Namakkal,Bengal Gram,Nov-2015,5480
12731,Namakkal,Bengal Gram,Nov-2015,5435
12732,Namakkal,Bengal Gram,Nov-2015,5470
12733,Namakkal,Bengal Gram,Nov-2015,5375
12734,Namakkal,Bengal Gram,Dec-2015,5475
12735,Namakkal,Bengal Gram,Dec-2015,5425
12736,Namakkal,Bengal Gram,Dec-2015,5455
12737,Namakkal,Bengal Gram,Dec-2015,5530
12738,Namakkal,Bengal Gram,Dec-2015,5420
12739,Namakkal,Bengal Gram,Dec-2015,5550
12740,Namakkal,Bengal Gram,Jan-2016,5440
12741,Namakkal,Bengal Gram,Jan-2016,5430
12742,Namakkal,Bengal Gram,Jan-2016,5510
12743,Namakkal,Bengal Gram,Feb-2016,5470
12744,Namakkal,Bengal Gram,Feb-2016,5425
12745,Namakkal,Bengal Gram,Feb-2016,5510
12746,Namakkal,Bengal Gram,Feb-2016,5520
12747,Namakkal,Bengal Gram,Mar-2016,5415
12748,Namakkal,Bengal Gram,Mar-2016,5550
12749,Namakkal,Bengal Gram,Mar-2016,5505
12750,Namakkal,Bengal Gram,Mar-2016,5415
12751,Namakkal,Bengal Gram,Mar-2016,5545
12752,Namakkal,Bengal Gram,Mar-2016,5535
12753,Namakkal,Bengal Gram,Apr-2016,5555
12754,Namakkal,Bengal Gram,Apr-2016,5535
12755,Namakkal,Bengal Gram,Apr-2016,5550
12756,Namakkal,Bengal Gram,Apr-2016,5375
12757,Namakkal,Bengal Gram,Apr-2016,5555
12758,Namakkal,Bengal Gram,May-2016,5520
12759,Namakkal,Bengal Gram,May-2016,5480
12760,Namakkal,Bengal Gram,May-2016,5375
12761,Namakkal,Bengal Gram,May-2016,5435
12762,Namakkal,Bengal Gram,May-2016,5475
12763,Namakkal,Bengal Gram,May-2016,5555
12764,Namakkal,Bengal Gram,Jun-2016,5370
12765,Namakkal,Bengal Gram,Jun-2016,5465
12766,Namakkal,Bengal Gram,Jun-2016,5420
12767,Namakkal,Bengal Gram,Jun-2016,5550
12768,Namakkal,Bengal Gram,Jun-2016,5385
12769,Namakkal,Bengal Gram,Jun-2016,5545
12770,Namakkal,Bengal Gram,Jul-2016,5525
12771,Namakkal,Bengal Gram,Jul-2016,5565
12772,Namakkal,Bengal Gram,Jul-2016,5480
12773,Namakkal,Bengal Gram,Jul-2016,5470
12774,Namakkal,Bengal Gram,Aug-2016,5365
12775,Namakkal,Bengal Gram,Aug-2016,5475
12776,Namakkal,Bengal Gram,Sep-2016,5415
12777,Namakkal,Bengal Gram,Sep-2016,5525
12778,Namakkal,Bengal Gram,Oct-2016,5435
12779,Namakkal,Bengal Gram,Oct-2016,5425
12780,Namakkal,Bengal Gram,Oct-2016,5510
12781,Namakkal,Bengal Gram,Oct-2016,5470
12782,Namakkal,Bengal Gram,Nov-2016,5450
12783,Namakkal,Bengal Gram,Nov-2016,5440
12784,Namakkal,Bengal Gram,Nov-2016,5420
12785,Namakkal,Bengal Gram,Dec-2016,5440
12786,Namakkal,Bengal Gram,Feb-2018,5405
12787,Namakkal,Bengal Gram,Feb-2018,5385
12788,Namakkal,Bengal Gram,Feb-2018,5425
12789,Namakkal,Bengal Gram,Mar-2018,5405
12790,Namakkal,Bengal Gram,Mar-2018,5545
12791,Namakkal,Bengal Gram,Apr-2018,5380
12792,Namakkal,Bengal Gram,Apr-2018,5370
12793,Namakkal,Bengal Gram,Apr-2018,5550
12794,Namakkal,Bengal Gram,Apr-2018,5500
12795,Namakkal,Bengal Gram,May-2018,5455
12796,Namakkal,Bengal Gram,May-2018,5535
12797,Namakkal,Bengal Gram,May-2018,5450
12798,Namakkal,Bengal Gram,Jun-2018,5560
12799,Namakkal,Bengal Gram,Aug-2021,5550
12800,Namakkal,Black Gram,Jan-2020,6150
12801,Namakkal,Black Gram,Jan-2020,6250
12802,Namakkal,Black Gram,Jan-2020,6165
12803,Namakkal,Black Gram,Feb-2020,6135
12804,Namakkal,Black Gram,Feb-2020,6200
12805,Namakkal,Black Gram,Feb-2020,6190
12806,Namakkal,Black Gram,Mar-2020,6270
12807,Namakkal,Black Gram,Mar-2020,6270
12808,Namakkal,Black Gram,Mar-2020,6200
12809,Namakkal,Black Gram,Apr-2020,6190
12810,Namakkal,Black Gram,Apr-2020,6215
12811,Namakkal,Black Gram,May-2020,6125
12812,Namakkal,Black Gram,May-2020,6270
12813,Namakkal,Black Gram,May-2020,6285
12814,Namakkal,Black Gram,Jun-2020,6230
12815,Namakkal,Black Gram,Jun-2020,6195
12816,Namakkal,Black Gram,Jun-2020,6165
12817,Namakkal,Black Gram,Jul-2020,6160
12818,Namakkal,Black Gram,Jul-2020,6105
12819,Namakkal,Black Gram,Jul-2020,6215
12820,Namakkal,Black Gram,Aug-2020,6280
12821,Namakkal,Black Gram,Aug-2020,6100
12822,Namakkal,Black Gram,Aug-2020,6110
12823,Namakkal,Black Gram,Sep-2020,6130
12824,Namakkal,Black Gram,Sep-2020,6270
12825,Namakkal,Black Gram,Sep-2020,6095
12826,Namakkal,Black Gram,Oct-2020,6215
12827,Namakkal,Black Gram,Oct-2020,6105
12828,Namakkal,Black Gram,Oct-2020,6120
12829,Namakkal,Black Gram,Nov-2020,6210
12830,Namakkal,Black Gram,Nov-2020,6100
12831,Namakkal,Black Gram,Dec-2020,6245
12832,Namakkal,Black Gram,Dec-2020,6285
12833,Namakkal,Black Gram,Dec-2020,6105
12834,Namakkal,Black Gram,Jan-2021,6175
12835,Namakkal,Black Gram,Jan-2021,6270
12836,Namakkal,Black Gram,Feb-2021,6245
12837,Namakkal,Black Gram,Feb-2021,6235
12838,Namakkal,Black Gram,Feb-2021,6125
12839,Namakkal,Black Gram,Mar-2021,6235
12840,Namakkal,Black Gram,Mar-2021,6245
12841,Namakkal,Black Gram,Mar-2021,6155
12842,Namakkal,Black Gram,Apr-2021,6095
12843,Namakkal,Black Gram,Apr-2021,6210
12844,Namakkal,Black Gram,Apr-2021,6200
12845,Namakkal,Black Gram,May-2021,6260
12846,Namakkal,Black Gram,May-2021,6165
12847,Namakkal,Black Gram,Jun-2021,6130
12848,Namakkal,Black Gram,Jun-2021,6100
12849,Namakkal,Black Gram,Jun-2021,6120
12850,Namakkal,Black Gram,Jul-2021,6255
12851,Namakkal,Black Gram,Jul-2021,6265
12852,Namakkal,Black Gram,Jul-2021,6190
12853,Namakkal,Black Gram,Aug-2021,6130
12854,Namakkal,Black Gram,Aug-2021,6260
12855,Namakkal,Black Gram,Aug-2021,6245
12856,Namakkal,Black Gram,Sep-2021,6185
12857,Namakkal,Black Gram,Sep-2021,6110
12858,Namakkal,Black Gram,Oct-2021,6125
12859,Namakkal,Black Gram,Oct-2021,6105
12860,Namakkal,Black Gram,Oct-2021,6100
12861,Namakkal,Black Gram,Nov-2021,6270
12862,Namakkal,Black Gram,Dec-2021,6285
12863,Namakkal,Black Gram,Dec-2021,6200
12864,Namakkal,Black Gram,Dec-2021,6150
12865,Namakkal,Black Gram,Jan-2022,6230
12866,Namakkal,Black Gram,Jan-2022,6225
12867,Namakkal,Black Gram,Jan-2022,6225
12868,Namakkal,Black Gram,Feb-2022,6220
12869,Namakkal,Black Gram,Feb-2022,6235
12870,Namakkal,Black Gram,Mar-2022,6250
12871,Namakkal,Black Gram,Mar-2022,6260
12872,Namakkal,Black Gram,Mar-2022,6225
12873,Namakkal,Black Gram,Apr-2022,6135
12874,Namakkal,Black Gram,Apr-2022,6130
12875,Namakkal,Black Gram,Apr-2022,6245
12876,Namakkal,Black Gram,May-2022,6270
12877,Namakkal,Black Gram,May-2022,6100
12878,Namakkal,Black Gram,May-2022,6155
12879,Namakkal,Black Gram,Jun-2022,6160
12880,Namakkal,Black Gram,Jun-2022,6190
12881,Namakkal,Black Gram,Jun-2022,6255
12882,Namakkal,Black Gram,Jul-2022,6140
12883,Namakkal,Black Gram,Jul-2022,6285
12884,Namakkal,Black Gram,Jul-2022,6160
12885,Namakkal,Black Gram,Aug-2022,6175
12886,Namakkal,Black Gram,Aug-2022,6135
12887,Namakkal,Black Gram,Aug-2022,6125
12888,Namakkal,Black Gram,Sep-2022,6170
12889,Namakkal,Black Gram,Sep-2022,6100
12890,Namakkal,Black Gram,Oct-2022,6290
12891,Namakkal,Black Gram,Oct-2022,6140
12892,Namakkal,Black Gram,Oct-2022,6190
12893,Namakkal,Black Gram,Nov-2022,6135
12894,Namakkal,Black Gram,Nov-2022,6260
12895,Namakkal,Black Gram,Nov-2022,6150
12896,Namakkal,Black Gram,Dec-2022,6155
12897,Namakkal,Black Gram,Dec-2022,6245
12898,Namakkal,Black Gram,Dec-2022,6155
12899,Namakkal,Black Gram,Jan-2023,6135
12900,Namakkal,Black Gram,Jan-2023,6280
12901,Namakkal,Black Gram,Feb-2023,6175
12902,Namakkal,Black Gram,Feb-2023,6245
12903,Namakkal,Black Gram,Feb-2023,6240
12904,Namakkal,Black Gram,Mar-2023,6270
12905,Namakkal,Black Gram,Mar-2023,6285
12906,Namakkal,Black Gram,Mar-2023,6175
12907,Namakkal,Coconut,Jan-2019,2430
12908,Namakkal,Coconut,Jan-2019,2420
12909,Namakkal,Coconut,Feb-2019,2465
12910,Namakkal,Coconut,Feb-2019,2470
12911,Namakkal,Coconut,Mar-2019,2370
12912,Namakkal,Coconut,Mar-2019,2430
12913,Namakkal,Coconut,Apr-2019,2440
12914,Namakkal,Coconut,Apr-2019,2450
12915,Namakkal,Coconut,May-2019,2420
12916,Namakkal,Coconut,May-2019,2345
12917,Namakkal,Coconut,Jun-2019,2520
12918,Namakkal,Coconut,Jun-2019,2430
12919,Namakkal,Coconut,Jul-2019,2350
12920,Namakkal,Coconut,Jul-2019,2390
12921,Namakkal,Coconut,Aug-2019,2360
12922,Namakkal,Coconut,Aug-2019,2535
12923,Namakkal,Coconut,Sep-2019,2425
12924,Namakkal,Coconut,Sep-2019,2505
12925,Namakkal,Coconut,Oct-2019,2495
12926,Namakkal,Coconut,Oct-2019,2380
12927,Namakkal,Coconut,Nov-2019,2350
12928,Namakkal,Coconut,Nov-2019,2520
12929,Namakkal,Coconut,Dec-2019,2375
12930,Namakkal,Coconut,Dec-2019,2340
12931,Namakkal,Coconut,Jan-2020,2365
12932,Namakkal,Coconut,Jan-2020,2465
12933,Namakkal,Coconut,Feb-2020,2515
12934,Namakkal,Coconut,Feb-2020,2515
12935,Namakkal,Coconut,Mar-2020,2460
12936,Namakkal,Coconut,Mar-2020,2350
12937,Namakkal,Coconut,Apr-2020,2410
12938,Namakkal,Coconut,Apr-2020,2405
12939,Namakkal,Coconut,May-2020,2390
12940,Namakkal,Coconut,May-2020,2490
12941,Namakkal,Coconut,Jun-2020,2515
12942,Namakkal,Coconut,Jun-2020,2365
12943,Namakkal,Coconut,Jul-2020,2455
12944,Namakkal,Coconut,Aug-2020,2520
12945,Namakkal,Coconut,Aug-2020,2500
12946,Namakkal,Coconut,Sep-2020,2465
12947,Namakkal,Coconut,Sep-2020,2520
12948,Namakkal,Coconut,Oct-2020,2395
12949,Namakkal,Coconut,Oct-2020,2460
12950,Namakkal,Coconut,Nov-2020,2430
12951,Namakkal,Coconut,Nov-2020,2420
12952,Namakkal,Coconut,Dec-2020,2535
12953,Namakkal,Coconut,Dec-2020,2520
12954,Namakkal,Coconut,Jan-2021,2365
12955,Namakkal,Coconut,Jan-2021,2485
12956,Namakkal,Coconut,Feb-2021,2530
12957,Namakkal,Coconut,Feb-2021,2390
12958,Namakkal,Coconut,Mar-2021,2470
12959,Namakkal,Coconut,Mar-2021,2480
12960,Namakkal,Coconut,Apr-2021,2515
12961,Namakkal,Coconut,Apr-2021,2355
12962,Namakkal,Coconut,May-2021,2450
12963,Namakkal,Coconut,May-2021,2480
12964,Namakkal,Coconut,Jun-2021,2390
12965,Namakkal,Coconut,Jun-2021,2440
12966,Namakkal,Coconut,Jul-2021,2515
12967,Namakkal,Coconut,Jul-2021,2395
12968,Namakkal,Coconut,Aug-2021,2500
12969,Namakkal,Coconut,Aug-2021,2375
12970,Namakkal,Coconut,Sep-2021,2400
12971,Namakkal,Coconut,Sep-2021,2365
12972,Namakkal,Coconut,Oct-2021,2530
12973,Namakkal,Coconut,Oct-2021,2390
12974,Namakkal,Coconut,Nov-2021,2400
12975,Namakkal,Coconut,Nov-2021,2435
12976,Namakkal,Coconut,Dec-2021,2405
12977,Namakkal,Coconut,Dec-2021,2450
12978,Namakkal,Coconut,Jan-2022,2480
12979,Namakkal,Coconut,Jan-2022,2395
12980,Namakkal,Coconut,Feb-2022,2480
12981,Namakkal,Coconut,Feb-2022,2400
12982,Namakkal,Coconut,Mar-2022,2415
12983,Namakkal,Coconut,Mar-2022,2430
12984,Namakkal,Coconut,Apr-2022,2375
12985,Namakkal,Coconut,Apr-2022,2395
12986,Namakkal,Coconut,May-2022,2495
12987,Namakkal,Coconut,May-2022,2370
12988,Namakkal,Coconut,Jun-2022,2445
12989,Namakkal,Coconut,Jul-2022,2385
12990,Namakkal,Coconut,Jul-2022,2380
12991,Namakkal,Coconut,Aug-2022,2335
12992,Namakkal,Coconut,Aug-2022,2415
12993,Namakkal,Coconut,Sep-2022,2385
12994,Namakkal,Coconut,Sep-2022,2505
12995,Namakkal,Coconut,Oct-2022,2515
12996,Namakkal,Coconut,Oct-2022,2385
12997,Namakkal,Coconut,Nov-2022,2435
12998,Namakkal,Coconut,Nov-2022,2455
12999,Namakkal,Coconut,Dec-2022,2440
13000,Namakkal,Coconut,Dec-2022,2465
13001,Namakkal,Coconut,Jan-2023,2365
13002,Namakkal,Coconut,Jan-2023,2530
13003,Namakkal,Coconut,Feb-2023,2420
13004,Namakkal,Coconut,Feb-2023,2505
13005,Namakkal,Coconut,Mar-2023,2465
13006,Namakkal,Coconut,Mar-2023,2505
13007,Namakkal,Cotton,Jan-2019,5535
13008,Namakkal,Cotton,Jan-2019,5525
13009,Namakkal,Cotton,Jan-2019,5635
13010,Namakkal,Cotton,Feb-2019,5605
13011,Namakkal,Cotton,Feb-2019,5500
13012,Namakkal,Cotton,Feb-2019,5680
13013,Namakkal,Cotton,Mar-2019,5530
13014,Namakkal,Cotton,Mar-2019,5630
13015,Namakkal,Cotton,Mar-2019,5675
13016,Namakkal,Cotton,Apr-2019,5545
13017,Namakkal,Cotton,Apr-2019,5560
13018,Namakkal,Cotton,Apr-2019,5575
13019,Namakkal,Cotton,May-2019,5690
13020,Namakkal,Cotton,May-2019,5525
13021,Namakkal,Cotton,May-2019,5545
13022,Namakkal,Cotton,May-2019,5610
13023,Namakkal,Cotton,Jun-2019,5620
